npsn,nama_sekolah,alamat,kelurahan,status,kecamatan,kabupaten,jenjang
69786374,SMKS SUKAPURA,Jalan Dalem Wirawangsa KM 3 Cikalapa,Tanjungjaya,SWASTA,Tanjungjaya,Kab. Tasikmalaya,dikmen
20280480,MAS AL HIDAYAH,Jl. Karangnunggal Kp. Gorowong RT 017 RW 008,Sirnajaya,SWASTA,Sukaraja,Kab. Tasikmalaya,dikmen
69983473,MAS AL-FATAH,KP. SEMBAHDAYUN,Mekarjaya,SWASTA,Sukaraja,Kab. Tasikmalaya,dikmen
69955692,MAS Sukaraja,Jl. Karangnunggal Sukamaju Rt.09 Rw.07,Janggala,SWASTA,Sukaraja,Kab. Tasikmalaya,dikmen
69954549,SMA PLUS AL-HIKMAH SUKARAJA,Kp. Parakantiga,Janggala,SWASTA,Sukaraja,Kab. Tasikmalaya,dikmen
20210712,SMKS KESEHATAN BHAKTI KENCANA,JL RAYA KARANGNUNGGAL (SAMPING SPBU SUKARAJA),Janggala,SWASTA,Sukaraja,Kab. Tasikmalaya,dikmen
20269135,SMKS SUKARAJA,JL. CIKEUSAL,Mekarjaya,SWASTA,Sukaraja,Kab. Tasikmalaya,dikmen
20276776,MAS BUDI SARTIKA,Garunggang,Rajadatu,SWASTA,Cineam,Kab. Tasikmalaya,dikmen
20268133,SLB NEGERI CINEAM,Jl Cikondang No. 113,Cineam,NEGERI,Cineam,Kab. Tasikmalaya,dikmen
70006483,SMA QURANIC SCIENCE BOARDING SCHOOL,Jalan Dusun Ciragem RT 010 RW 008,Ciampanan,SWASTA,Cineam,Kab. Tasikmalaya,dikmen
20210765,SMAN 1 CINEAM,"JL. RAYA CINEAM km  0,13",Madiasari,NEGERI,Cineam,Kab. Tasikmalaya,dikmen
70062484,SMK AGROPRENEUR BOARDING SCHOOL,Jl. Radinal Muchtar RT 23 RW 08 Kp Jagabaya,Rajadatu,SWASTA,Cineam,Kab. Tasikmalaya,dikmen
20253413,SMKS ASYSAAKIRIN,TAMBANGDORA NO.2,Rajadatu,SWASTA,Cineam,Kab. Tasikmalaya,dikmen
20279888,SMKS NURUL HUDA,JL. KARANG LAYUNG 05 SUKAMAHI,Cijulang,SWASTA,Cineam,Kab. Tasikmalaya,dikmen
69937241,MADRASAH MIFTAHUL HUDA PP MANONJAYA,Pasir Panjang,Kalimanggis,SWASTA,Manonjaya,Kab. Tasikmalaya,dikmen
20280484,MAS AL ISLAM,Jl. Pga No. 2C Manonjaya,Manonjaya,SWASTA,Manonjaya,Kab. Tasikmalaya,dikmen
20276791,MAS MANBAUL ULUM,Jln.ciakar Pameungpeuk Gunajaya Manonjaya Kabupaten Tasikmalaya,Gunajaya,SWASTA,Manonjaya,Kab. Tasikmalaya,dikmen
60728092,MAS PUTRI INSAN NAFISA,Dusun Cilangkap Rt.021 Rw.007,Cilangkap,SWASTA,Manonjaya,Kab. Tasikmalaya,dikmen
20268130,SLB ABC PGRI MANONJAYA,Jl. Tangsi No 14,Manonjaya,SWASTA,Manonjaya,Kab. Tasikmalaya,dikmen
69983922,SMA ISLAM TERPADU AL-FAQIH,Kp. Cisitukidul RT012/005 Kalimanggis Tasikmalaya,Kalimanggis,SWASTA,Manonjaya,Kab. Tasikmalaya,dikmen
20210741,SMAN 1 MANONJAYA,JL. PATROL KULON MANONJAYA,Margaluyu,NEGERI,Manonjaya,Kab. Tasikmalaya,dikmen
20244754,SMKN MANONJAYA,"Jl. Gunungtanjung Km. 2,5",Margahayu,NEGERI,Manonjaya,Kab. Tasikmalaya,dikmen
20279869,SMKS AL RUZHAN,JL.Raya Banjar No.83 Cilangkap Manonjaya,Cilangkap,SWASTA,Manonjaya,Kab. Tasikmalaya,dikmen
20271672,SMKS BHAKTI PERTIWI MANONJAYA,JL. Karangtingal No. 52,Kalimanggis,SWASTA,Manonjaya,Kab. Tasikmalaya,dikmen
20229517,SMKS HUSNUL KHOTIMAH,Komplek Ponpes Husnul Khotimah,Gunajaya,SWASTA,Manonjaya,Kab. Tasikmalaya,dikmen
20279872,SMKS JAYA MANDIRI,JL. KALAPADUA NO. 25,Margaluyu,SWASTA,Manonjaya,Kab. Tasikmalaya,dikmen
20210709,SMKS PANCASILA MANONJAYA,JL. PGA NO. 09 MANONJAYA,Manonjaya,SWASTA,Manonjaya,Kab. Tasikmalaya,dikmen
20276782,MAN 2 Tasikmalaya,Komplek Pondok Pesantren Cipasung,Cipakat,NEGERI,Singaparna,Kab. Tasikmalaya,dikmen
20280477,MAS AL CHOERIYAYAH,Kp. Cibeas Rt. 01 Rw. 01,Cintaraja,SWASTA,Singaparna,Kab. Tasikmalaya,dikmen
20276798,MAS MUHAMMADIYAH AL-FURQON,Jl. Raya Barat No 21 A,Singasari,SWASTA,Singaparna,Kab. Tasikmalaya,dikmen
20276811,MAS YPI AL-YAHYA,Kp. Baru No. 51,Sukamulya,SWASTA,Singaparna,Kab. Tasikmalaya,dikmen
20268131,SLB AISYIYAH SINGAPARNA,Komplek Pendidikan Muhammadiyah Cikedokan,Singaparna,SWASTA,Singaparna,Kab. Tasikmalaya,dikmen
20210740,SMAN 1 SINGAPARNA,JL. PAHLAWAN KHZ MUSTHAFA,Sukamulya,NEGERI,Singaparna,Kab. Tasikmalaya,dikmen
69788581,SMAN 2 SINGAPARNA,Kp. PAMEUNGPEUK RT 03 RW 06,Cikunir,NEGERI,Singaparna,Kab. Tasikmalaya,dikmen
20210747,SMAS AL MUCHTAR SINGAPARNA,KP. SINGARANI DS. CIKADONGDONG KEC. SINGAPARNA KAB.TASIKMALAYA,Cikadongdong,SWASTA,Singaparna,Kab. Tasikmalaya,dikmen
20210745,SMAS ISLAM CIPASUNG,JL. PONPES CIPASUNG,Cipakat,SWASTA,Singaparna,Kab. Tasikmalaya,dikmen
20210761,SMAS MUHAMMADIYAH SINGAPARNA,JL. MUHAMMADIYAH CIKEDOKAN SINGAPARNA,Singaparna,SWASTA,Singaparna,Kab. Tasikmalaya,dikmen
20210779,SMAS PESANTREN CINTAWANA,JL. KOMP. PESANTREN CINTAWANA,Cikunten,SWASTA,Singaparna,Kab. Tasikmalaya,dikmen
20210778,SMAS PGRI 43 SINGAPARNA,JL. SUKASENANG,Singaparna,SWASTA,Singaparna,Kab. Tasikmalaya,dikmen
69935711,SMK AL-ISHLAH CINTARAJA,Kp. Babakan Cigorowek RT 15 RW 03,Cintaraja,SWASTA,Singaparna,Kab. Tasikmalaya,dikmen
69949625,SMK ISLAM MADANI,Kp. Cimuta,Cintaraja,SWASTA,Singaparna,Kab. Tasikmalaya,dikmen
20244748,SMKS AS SAABIQ,Jalan Raya Timur Borolong No. 175,Cipakat,SWASTA,Singaparna,Kab. Tasikmalaya,dikmen
20268061,SMKS ISLAM CIPASUNG,Jl. KH.RUHIAT,Cipakat,SWASTA,Singaparna,Kab. Tasikmalaya,dikmen
20268018,SMKS IT AL MUQOWAMAH,PERIKANAN DARAT DS. CIPAKAT,Cipakat,SWASTA,Singaparna,Kab. Tasikmalaya,dikmen
20268062,SMKS KESEHATAN KH MOH ILYAS RUHIAT,"Jl. Raya Timur Singaparna, Kp. Rujakgedang",Cipakat,SWASTA,Singaparna,Kab. Tasikmalaya,dikmen
20210704,SMKS YPC TASIKMALAYA,JL. KOMPLEK PESANTREN CINTAWANA SINGAPARNA,Cikunten,SWASTA,Singaparna,Kab. Tasikmalaya,dikmen
20280483,MAS AL IKHLASH PANGANTEN,Kp. Panganten Rt 02 Rw 03,Puspamukti,SWASTA,Cigalontang,Kab. Tasikmalaya,dikmen
20276783,MAS DAAR EL FIKRI,Jl. Raya Cigalontang Kp. Babakan Cijeruk Rt.37/02,Lengkongjaya,SWASTA,Cigalontang,Kab. Tasikmalaya,dikmen
20276786,MAS GALUNGGUNG,Kp. Sindangsono Rt/rw 01/02,Sukamanah,SWASTA,Cigalontang,Kab. Tasikmalaya,dikmen
69941662,MAS Nurul Huda Ngenol,Kp. Ngenol Desa Puspamukti,Puspamukti,SWASTA,Cigalontang,Kab. Tasikmalaya,dikmen
20276802,MAS NURUL IMAN,Parakanpanjang,Sukamanah,SWASTA,Cigalontang,Kab. Tasikmalaya,dikmen
69954465,SMA AL-KAUTSAR,Kp. Tataru,Tenjonagara,SWASTA,Cigalontang,Kab. Tasikmalaya,dikmen
69934744,SMA GAZA,Kp. Babakan RT 05 RW 02,Pusparaja,SWASTA,Cigalontang,Kab. Tasikmalaya,dikmen
20238547,SMA ISLAM CIPICUNG,JL. CIPICUNG PUSPAMUKTI CIGALONTANG,Puspamukti,SWASTA,Cigalontang,Kab. Tasikmalaya,dikmen
69953926,SMA NANGTANG,Kp. Nangka Bongkok,Nangtang,SWASTA,Cigalontang,Kab. Tasikmalaya,dikmen
69758461,SMA NURUL FALAH,KP. CISOLOK,Cidugaleun,SWASTA,Cigalontang,Kab. Tasikmalaya,dikmen
69899135,SMA TUNAS NUSANTARA,Jl. Sopyan Sukendar No. 1,Parentas,SWASTA,Cigalontang,Kab. Tasikmalaya,dikmen
20238548,SMAN 1 CIGALONTANG,JL. RAYA CIGALONTANG LENGKONGJAYA,Lengkongjaya,NEGERI,Cigalontang,Kab. Tasikmalaya,dikmen
69948933,SMK TERPADU AL-BASYARIYAH,Kp. Lampingsitu RT 05 RW 04 Cigalontang Tasikmalaya,Tenjonagara,SWASTA,Cigalontang,Kab. Tasikmalaya,dikmen
69873974,SMK WIDYA MUKTI,Jln. Perk. Gunung Satria Kp.Rancamaya Rt 01/02,Sirnagalih,SWASTA,Cigalontang,Kab. Tasikmalaya,dikmen
20244749,SMKS DAARUL HIDAYAH,BOJONGNANGKA,Nanggerang,SWASTA,Cigalontang,Kab. Tasikmalaya,dikmen
20268934,SMKS ISLAM TENJONAGARA,CIGALONTANG KM.6,Tenjonagara,SWASTA,Cigalontang,Kab. Tasikmalaya,dikmen
69753590,SMKS ISLAM TERPADU MARIFA,KP. PASANGGRAHAN RT 08 RW 03,Pusparaja,SWASTA,Cigalontang,Kab. Tasikmalaya,dikmen
70029261,MA MINDA,Kp.nanggorak pengkolan RT 22 RW 05,Jayamukti,SWASTA,Leuwisari,Kab. Tasikmalaya,dikmen
20268134,SLB AISYIYAH LEUWISARI,Jl Mangunharja No 23,Linggawangi,SWASTA,Leuwisari,Kab. Tasikmalaya,dikmen
20268136,SLB AL ISHLAH,Kp Nanggorak,Jayamukti,SWASTA,Leuwisari,Kab. Tasikmalaya,dikmen
69934717,SMA AT-TAJDID BOARDING SCHOOL,JI. Ciawang No. 34,Arjasari,SWASTA,Leuwisari,Kab. Tasikmalaya,dikmen
20210760,SMAS MUHAMMADIYAH RAWA,JL. MANGUNHARJA NO. 23,Linggawangi,SWASTA,Leuwisari,Kab. Tasikmalaya,dikmen
69948854,SMK AL-FALAH KH. SYAMSUDIN,Kp. Selareuma RT 21 RW 08,Jayamukti,SWASTA,Leuwisari,Kab. Tasikmalaya,dikmen
20268017,SMKS CENDIKIA,Kp. Cihaur Rt. 09 Rw. 02,Arjasari,SWASTA,Leuwisari,Kab. Tasikmalaya,dikmen
20254116,SMKS DAARUDDAWAH,Kp. Bojongsari,Mandalagiri,SWASTA,Leuwisari,Kab. Tasikmalaya,dikmen
69775436,SMKS ISLAM CIAWANG,Kp. CIAWANG RT 15 RW 04,Arjasari,SWASTA,Leuwisari,Kab. Tasikmalaya,dikmen
20247265,SMKS ISLAM PANIIS,Jln. Paniis Rt 16 Rw 05,Mandalagiri,SWASTA,Leuwisari,Kab. Tasikmalaya,dikmen
20229518,SMKS SINGAPARNA,JL. CIKELENG PST NO 05 KEC. LEUWISARI,Arjasari,SWASTA,Leuwisari,Kab. Tasikmalaya,dikmen
20276787,MAS IBADUR-RAHMAN,Kp. Cihateup RT. 004 RW. 003,Sukanagalih,SWASTA,Rajapolah,Kab. Tasikmalaya,dikmen
20276809,MAS YIA PANEMBONG,Jl.panembong Rt.02 Rw.06,Manggungjaya,SWASTA,Rajapolah,Kab. Tasikmalaya,dikmen
70063378,SMA Mihwarul Ulum,Kp. Cisurian RT.03 RW. 06,Rajamandala,SWASTA,Rajapolah,Kab. Tasikmalaya,dikmen
69934747,SMA TERPADU MANAHIJUL HUDA,Jl.Sukaraja Kp. Tejamaya Ds.Sukaraja Kec.Rajapolah Kab.Tasikmalaya,Sukaraja,SWASTA,Rajapolah,Kab. Tasikmalaya,dikmen
20210772,SMAS PLUS MUALLIMIN PERSIS RAJAPOLAH,JL. LAYANG RAJAPOLAH NO. 01,Manggungjaya,SWASTA,Rajapolah,Kab. Tasikmalaya,dikmen
20258065,SMAS TERPADU DARUSSALAM,KP.NARUNGGUL,Tanjungpura,SWASTA,Rajapolah,Kab. Tasikmalaya,dikmen
20244755,SMKN RAJAPOLAH,JL. CIINJUK NO 1 DS. SUKARAJA KEC. RAJAPOLAH,Sukaraja,NEGERI,Rajapolah,Kab. Tasikmalaya,dikmen
69752270,SMKS PELITA CENDEKIA BANGSA,JL. STASIUN MARGASARI,Manggungjaya,SWASTA,Rajapolah,Kab. Tasikmalaya,dikmen
20276768,MAS AL-ISHLAH,Jl. Pondok Pesantren Al-Ishlah Kereteg,Karangmulya,SWASTA,Jamanis,Kab. Tasikmalaya,dikmen
20276772,MAS ASSA ADAH,Kp. Cihambirung Rt/Rw. 002/003,Karangsembung,SWASTA,Jamanis,Kab. Tasikmalaya,dikmen
20268139,SLB NEGERI TASIKMALAYA,Jl Pesantren No. 135,Tanjungmekar,NEGERI,Jamanis,Kab. Tasikmalaya,dikmen
70059404,SMA Islam Miftahul Quran,Kp. Tonjong RT. 001 RW. 004,Sindangraja,SWASTA,Jamanis,Kab. Tasikmalaya,dikmen
69969278,SMAN 1 JAMANIS,Jl. Cisinga Kp. Gereba Kidul RT 01 RW 02,Karangresik,NEGERI,Jamanis,Kab. Tasikmalaya,dikmen
69893351,SMK BINA INSANI JAMANIS,Kp. CIOMAS RT 02 RW 06,Karangresik,SWASTA,Jamanis,Kab. Tasikmalaya,dikmen
60726844,SMK IT MBU JAMANIS,JL. PASANTREN JAMANIS,Tanjungmekar,SWASTA,Jamanis,Kab. Tasikmalaya,dikmen
20276789,MAN 3 Tasikmalaya,Jl. Raya Panumbangan No. 33,Pakemitan,NEGERI,Ciawi,Kab. Tasikmalaya,dikmen
20268132,SLB ABC PGRI CIAWI,Jl. KH. Moh. Bagowi No.5,Sukamantri,SWASTA,Ciawi,Kab. Tasikmalaya,dikmen
70040371,SMA TERPADU DARUZZAHRA,Kp. Ciparanten RT.04 RW.02,Kurniabakti,SWASTA,Ciawi,Kab. Tasikmalaya,dikmen
20210768,SMAN 1 CIAWI,JL. PASIRHUNI NO.10,Pasirhuni,NEGERI,Ciawi,Kab. Tasikmalaya,dikmen
20262719,SMKS BHAKTI KENCANA CIAWI,Jalan Raya Ciawi Km. 20 Sukaresmi No. 19A,Pakemitankidul,SWASTA,Ciawi,Kab. Tasikmalaya,dikmen
20210713,SMKS CIJANGKAR,CIJANGKAR NO 29 KECAMATAN CIAWI,Pasirhuni,SWASTA,Ciawi,Kab. Tasikmalaya,dikmen
20210716,SMKS ISLAMIYAH CIAWI TASIKMALAYA,JL. PESANTREN SRAHTARJUNINGRAHYU KIARAKUDA PAKEMITAN CIAWI TASIKMALAYA,Pakemitan,SWASTA,Ciawi,Kab. Tasikmalaya,dikmen
20270173,SMKS YADIFA CIAWI,"JL. Pendidikan, No.1 Leles Tengah RT 02 RW 04",Kurniabakti,SWASTA,Ciawi,Kab. Tasikmalaya,dikmen
20276805,MAS SERBA BAKTI,Pondok Pesantren Suryalaya,Tanjungkerta,SWASTA,Pagerageung,Kab. Tasikmalaya,dikmen
70062860,SEKOLAH MENENGAH ATAS NEGERI 1 PAGEURAGEUNG,Kampung Cimanglid,Sukadana,NEGERI,Pagerageung,Kab. Tasikmalaya,dikmen
69899563,SLB PLUS ABCD BINA WARGA,Jl. Cikoranji RT 05/03,Tanjungkerta,SWASTA,Pagerageung,Kab. Tasikmalaya,dikmen
20210770,SMAS SERBA BAKTI,JL. RAYA SURYALAYA,Tanjungkerta,SWASTA,Pagerageung,Kab. Tasikmalaya,dikmen
69878670,SMK BINA KARYA DARUL ULUM,Jl. RAYA PAGERAGEUNG NO. 85,Pagerageung,SWASTA,Pagerageung,Kab. Tasikmalaya,dikmen
69934724,SMK CITRA MANDIRI,Kp. Cikerenceng RT. 03 RW. 11,Guranteng,SWASTA,Pagerageung,Kab. Tasikmalaya,dikmen
69831502,SMK IT AL-ITIHAD,TANJAKNANGSI,Pagerageung,SWASTA,Pagerageung,Kab. Tasikmalaya,dikmen
60726715,SMKS IT ABU DZAR,JL. CISEUTI HILIR RT 03 RW 09,Pagersari,SWASTA,Pagerageung,Kab. Tasikmalaya,dikmen
20210707,SMKS PLUS YSB SURYALAYA,JL. SURYALAYA - PAGERAGEUNG,Tanjungkerta,SWASTA,Pagerageung,Kab. Tasikmalaya,dikmen
20276778,MAN 5 Tasikmalaya,Jl Raya Derah Km 130,Cibungur,NEGERI,Parungponteng,Kab. Tasikmalaya,dikmen
69788593,MAS AL MUNIR,Jl. Raya Januti Kp. Januti Rt. 003/03 Desa Burujuljaya.,Burujuljaya,SWASTA,Parungponteng,Kab. Tasikmalaya,dikmen
20276797,MAS MIFTAHUL ULUM,Derah Karyabakti,Karyabakti,SWASTA,Parungponteng,Kab. Tasikmalaya,dikmen
70026552,SMA GEMAYASIH BOARDING SCHOOL,Jl. Raya Derah KM. 130 Kp. Cihonje,Cibungur,SWASTA,Parungponteng,Kab. Tasikmalaya,dikmen
70034317,SMA TERPADU NADHIRUL ULUM,Kp. Cikondang RT.11 RW.05,Karyabakti,SWASTA,Parungponteng,Kab. Tasikmalaya,dikmen
69948596,SMK MIFTAHUL ULUM,Jl. Derah,Karyabakti,SWASTA,Parungponteng,Kab. Tasikmalaya,dikmen
69752263,SMKN PARUNGPONTENG,Jl. Cilintung,Parungponteng,NEGERI,Parungponteng,Kab. Tasikmalaya,dikmen
20276099,SMKS BINA BANGSA,JL. Wangun Pesantren Singkup,Barumekar,SWASTA,Parungponteng,Kab. Tasikmalaya,dikmen
20276767,MAS AL-HAMIDIYAH,Cipancur RT. 001 RW. 006,Sirnasari,SWASTA,Sariwangi,Kab. Tasikmalaya,dikmen
69941663,MAS Ma Arif Kh Muhyidin Sariwangi,Jl.  Cipaku No. 22,Sukamulih,SWASTA,Sariwangi,Kab. Tasikmalaya,dikmen
20276810,MAS YP CILENGA,Kp. Cilenga Rt/rw 06/03,Selawangi,SWASTA,Sariwangi,Kab. Tasikmalaya,dikmen
20269970,SLB Al Ichlas Jayaratu,"Jl.KH. M. Syabandi ( Parakanlisung ) Des, Sariwangi.Kec Sariwangi",Sariwangi,SWASTA,Sariwangi,Kab. Tasikmalaya,dikmen
69786373,SMA IT KH. II ABDUL HAQ,Kp. PADAKARIA,Linggasirna,SWASTA,Sariwangi,Kab. Tasikmalaya,dikmen
20210780,SMAN 1 SARIWANGI,Jl. Sukajadi Desa Sukamulih,Sukamulih,NEGERI,Sariwangi,Kab. Tasikmalaya,dikmen
69758462,SMAS AL-IDRIS,KP. PARASALIAN RT 04 RW 01,Linggasirna,SWASTA,Sariwangi,Kab. Tasikmalaya,dikmen
69873966,SMK SARIWANGI,Kp. JAREGED,Jayaputra,SWASTA,Sariwangi,Kab. Tasikmalaya,dikmen
20241184,SMKS AL HUDA SARIWANGI,Kp. PEUTEUYJAYA,Jayaratu,SWASTA,Sariwangi,Kab. Tasikmalaya,dikmen
20268063,SMKS KESEHATAN MIFTAHUNNAJAH,KP. CIKADU RT 20 RW 05,Linggasirna,SWASTA,Sariwangi,Kab. Tasikmalaya,dikmen
20280486,MAS AL MUNIROH,Jl. Raya Sukaratu Sukahurip Ds. Sinagar,Sinagar,SWASTA,Sukaratu,Kab. Tasikmalaya,dikmen
69941664,MAS Al-Hidayah Cipanengah,Kp. Cipanengah,Tawangbanteng,SWASTA,Sukaratu,Kab. Tasikmalaya,dikmen
20276799,MAS MUJAHIDIN,Kp. Kikisik Rt03/06,Gunungsari,SWASTA,Sukaratu,Kab. Tasikmalaya,dikmen
69941659,MAS Namiroh,Kp. Gununggoler Desa Gunungsari Kecamatan Sukaratu,Gunungsari,SWASTA,Sukaratu,Kab. Tasikmalaya,dikmen
69934911,SMA IT YASHUDA,Kp. Sukahurip,Sinagar,SWASTA,Sukaratu,Kab. Tasikmalaya,dikmen
20253274,SMAS ISLAM TERPADU RIYADLUSSHOLIHIN,Kp. Kubangsalawe Tawangbanteng,Tawangbanteng,SWASTA,Sukaratu,Kab. Tasikmalaya,dikmen
20210769,SMAS YAB SUKARATU,JL.BATU MASIGIT SINAGAR,Sinagar,SWASTA,Sukaratu,Kab. Tasikmalaya,dikmen
69935709,SMK AL-AMIN,Kp. Kikisik RT 02 RW 05,Gunungsari,SWASTA,Sukaratu,Kab. Tasikmalaya,dikmen
69954369,SMK AR-RIDWAN CINTAMULYA,Kp. Cintamulya,Linggajati,SWASTA,Sukaratu,Kab. Tasikmalaya,dikmen
69953970,SMK IT DAARUL FALAAH,Kp. Sukasirna,Sukaratu,SWASTA,Sukaratu,Kab. Tasikmalaya,dikmen
69897021,SMK MMC,Kp. Rancabogo,Sukaratu,SWASTA,Sukaratu,Kab. Tasikmalaya,dikmen
20269182,SMKS AR RIZQI BINA INSANI,JL. RAYA CIJUHUNG NO. 3/5 SUKARATU,Sukaratu,SWASTA,Sukaratu,Kab. Tasikmalaya,dikmen
20229519,SMKS YAPINDA,BATUMASIGIT SUKARATU,Sinagar,SWASTA,Sukaratu,Kab. Tasikmalaya,dikmen
20276807,MAN 1 Tasikmalaya,Jl.taman Pahlawan Khz. Musthafa Sukamanah,Sukarapih,NEGERI,Sukarame,Kab. Tasikmalaya,dikmen
60728096,MAS KHZ MUTTAQIN,Jl. Gunungpari  No. 108 Rt.04 Rw.02,Suka Menak,SWASTA,Sukarame,Kab. Tasikmalaya,dikmen
20276790,MAS MANARUL HUDA,Sukasirna Rt.029 Rw.003,Sukarame,SWASTA,Sukarame,Kab. Tasikmalaya,dikmen
69880249,SLB YAYASAN MITRA ISWARA,Kp. RANCABOLANG,Wargakerta,SWASTA,Sukarame,Kab. Tasikmalaya,dikmen
70060060,SMA Islam Al-Fatih Boarding School,Kp. Cibeurih RT 004 RW 002,Padasuka,SWASTA,Sukarame,Kab. Tasikmalaya,dikmen
70057030,SMA Plus An-Nuur Boarding School,Kp. Nagasari Jl. KH. Zaenal Mustafa Komplek Pesantren Bahrul Ulum,Sukarapih,SWASTA,Sukarame,Kab. Tasikmalaya,dikmen
20210743,SMAS KHZ MUSTHAFA SUKAMANAH,JL PAHLAWAN NASIONAL KHZ. MUSTHAFA NO.47,Sukarapih,SWASTA,Sukarame,Kab. Tasikmalaya,dikmen
20229516,SMAS NURUL WAFA,JL. KH. MOCH IDRIS SUKARAME,Sukarame,SWASTA,Sukarame,Kab. Tasikmalaya,dikmen
70045377,SMK NIKO AL-FARISI,JL. Kp. Babakan Rt.02Rw.01,Sukarame,SWASTA,Sukarame,Kab. Tasikmalaya,dikmen
20244751,SMKS KH A WAHAB MUHSIN,Jl. Pahlawan KHZ. Musthafa Sukarapih Sukarame Tasikmalaya,Sukarapih,SWASTA,Sukarame,Kab. Tasikmalaya,dikmen
20262721,SMKS NURUL WAFA,JL. KH.Moch. Idris Gununghideung Ds/Kec. Sukarame,Sukarame,SWASTA,Sukarame,Kab. Tasikmalaya,dikmen
20238551,SMKS PLUS AN NUUR,KP NAGASARI,Sukarapih,SWASTA,Sukarame,Kab. Tasikmalaya,dikmen
20268812,SMKS SYAHIDA,Jl. Gunung Kicau,Sukakarsa,SWASTA,Sukarame,Kab. Tasikmalaya,dikmen
60728088,MAS AL-ISTIQLALIYYAH,Jl.Girijaya  No. 17 Cisepet,Girijaya,SWASTA,Bojongasih,Kab. Tasikmalaya,dikmen
69955693,MAS Fathu Al-Mustagitsin,Kp. Cibogo,Girijaya,SWASTA,Bojongasih,Kab. Tasikmalaya,dikmen
20276788,MAS KHOERUL FALAH,Kp. Jompong No. 46 Ds. Mertajaya,Cikadongdong,SWASTA,Bojongasih,Kab. Tasikmalaya,dikmen
69941660,MAS Plus Al-Wathoniyah,Kp. Cisarongge Desa Cikadongdong Kecamatan Bojongasih,Girijaya,SWASTA,Bojongasih,Kab. Tasikmalaya,dikmen
69934731,SMA TERPADU SALMAN AL-FARISI,Kp. Nagrak,Girijaya,SWASTA,Bojongasih,Kab. Tasikmalaya,dikmen
69753509,SMAS IT MIFTAHULHUDA,KP. BOJONGKONENG RT 01 RW 06,Bojongasih,SWASTA,Bojongasih,Kab. Tasikmalaya,dikmen
20257143,SMKS SWADAYA BOJONGASIH,SUKASIRNA N0.64,Bojongasih,SWASTA,Bojongasih,Kab. Tasikmalaya,dikmen
20244753,SMKS YPI KHOERUL FALAH JOMPONG,Jl. Jompong No. 45,Mertajaya,SWASTA,Bojongasih,Kab. Tasikmalaya,dikmen
20262717,SMKS AL MUBAROKAH,JL. Brigjen Sutoko Desa Cipicung Kec. Culamega Kab. Tasikmalaya,Cipicung,SWASTA,Culamega,Kab. Tasikmalaya,dikmen
20210748,SMAS AL HIDAYAH PUSPAHIANG,Jl.Cicanir Kp Sindanglengo Desa Luyubakti Kecamatan Puspahiang,Luyubakti,SWASTA,Puspahiang,Kab. Tasikmalaya,dikmen
69752267,SMKN PUSPAHIANG,KP. KIANGRONYOK  RT 19 RW 03 DESA KECAMATAN PUSPAHIANG,Puspahiang,NEGERI,Puspahiang,Kab. Tasikmalaya,dikmen
20276779,MAS CIDUA,Kp. Pasirbitung Rt/rw.001/004,Kaputihan,SWASTA,Jatiwaras,Kab. Tasikmalaya,dikmen
20276795,MAS MATLAUL HUDA,Kp. Anggalasan,Kertarahayu,SWASTA,Jatiwaras,Kab. Tasikmalaya,dikmen
20276803,MAS NURUSSALAM,Kampung Pasirparigi Rt 03 Rw 03,Ciwarak,SWASTA,Jatiwaras,Kab. Tasikmalaya,dikmen
20276806,MAS SETIAWANGI,Kp.cilangkap Rt.03 Rw.01 Ds.setiawangi,Jatiwaras,SWASTA,Jatiwaras,Kab. Tasikmalaya,dikmen
20210763,SMAN 1 JATIWARAS,JL. RAYA PAPAYAN,Papayan,NEGERI,Jatiwaras,Kab. Tasikmalaya,dikmen
69874083,SMK KARYA PUTRA MANGGALA,Kp. CINUNJANG,Mandalamekar,SWASTA,Jatiwaras,Kab. Tasikmalaya,dikmen
69787428,SMK UMMUL QURO JATIWARAS,Jln. Sanggariang Kec. Jatiwaras Kab. Tasikmalaya Propinsi Jawa Barat,Neglasari,SWASTA,Jatiwaras,Kab. Tasikmalaya,dikmen
70045783,SMK YAZKI,Jl. Parung Jagong,Kersagalih,SWASTA,Jatiwaras,Kab. Tasikmalaya,dikmen
20251830,SMKS IT NURUL HIKMAH,KP. UNARA,Kaputihan,SWASTA,Jatiwaras,Kab. Tasikmalaya,dikmen
69941661,MAS Nurul Arifin,Kp. Babakan Muncang Desa Pasirsalam Kecamatan Mangunreja,Pasirsalam,SWASTA,Mangunreja,Kab. Tasikmalaya,dikmen
20268137,SLB ABC YKS MANGUNREJA,Mangunreja,Mangunreja,SWASTA,Mangunreja,Kab. Tasikmalaya,dikmen
69897019,SMA SABILUL HUDA,Kp Baru Sindangsari RT 01 RW 01,Sukasukur,SWASTA,Mangunreja,Kab. Tasikmalaya,dikmen
69934738,SMK BAHRUL HUDA,Kp. Malingping,Salebu,SWASTA,Mangunreja,Kab. Tasikmalaya,dikmen
69878671,SMK MANUK HEULANG,Kp. JOJOK,Mangunreja,SWASTA,Mangunreja,Kab. Tasikmalaya,dikmen
